X,Y,OCC
306637,5919455,0
139345,5986541,0
-19071,5991574,0
166934,6000115,0
62301,5822422,0
542316,5922205,0
541546,5839298,0
361847,5857358,0
163225,5946998,0
234386,5984900,0
411795,6009097,0
659040,5825676,0
304592,5854346,0
288481,5919080,0
175785,5993173,0
-44196,6060945,0
7868,5780277,0
201786,5818807,0
437296,5778058,0
211401,5733112,0
409225,5952643,0
536835,6002376,0
549020,5849153,0
578934,5901301,0
-15179,5998190,0
-253,5811594,0
107713,6028032,0
564708,5960945,0
-10243,5916598,0
378667,5844465,0
103401,5784858,0
214964,6015894,0
83327,5761335,0
575180,5943378,0
67141,5935664,0
160685,5802569,0
351927,6028528,0
409674,5808627,0
404762,5765948,0
25258,5979360,0
287670,5809959,0
134506,6095984,0
179967,5734452,0
206045,5752044,0
503609,6000155,0
237817,6055603,0
369927,5868044,0
434849,5941781,0
470091,5809985,0
37567,6178741,0
244140,5767088,0
-22208,5772764,0
218470,5811659,0
386466,5923394,0
8711,5855797,0
83337,5931561,0
153580,5730850,0
274648,5919130,0
248108,5831472,0
173472,6003753,0
195115,5782893,0
62425,5993508,0
124306,6094791,0
-37364,6068119,0
482343,5869709,0
176710,5744001,0
459195,5752534,0
385164,5927742,0
539415,5953160,0
32251,5906470,0
273286,5816392,0
597788,5832237,0
38463,5926527,0
304623,5875207,0
243550,5799304,0
540021,5887723,0
361767,6018314,0
257182,6019013,0
68425,5898642,0
526890,5977003,0
237653,5868598,0
589130,5994576,0
391565,5954971,0
-10692,6121856,0
5566,5964191,0
138258,6104127,0
283232,5823080,0
121346,5929509,0
-14456,5766001,0
355941,5961366,0
165000,5929428,0
553068,5943294,0
498939,5933658,0
649243,5863612,0
294728,5802562,0
70544,5907421,0
202012,5834423,0
40994,5830959,0
500313,5929986,0
502962,5921046,0
142805,5774266,0
596079,5847383,0
315358,5864400,0
-26159,6130580,0
25460,5834428,0
497232,5776083,0
322094,6030375,0
54934,5760241,0
507373,5852387,0
237188,5910100,0
30629,6152895,0
2730,5842252,0
361039,5962260,0
-49067,6142841,0
414016,5738493,0
746054,5841036,0
155570,5723890,0
57405,5915916,0
130027,6079072,0
72904,5879128,0
479292,5749813,0
21609,6144799,0
501836,5998306,0
372348,5857024,0
142540,6026423,0
17729,5919781,0
458771,5916436,0
193943,5881808,0
458951,5812365,0
472049,5804353,0
348790,6005329,0
240075,5944856,0
151544,5775570,0
251086,5913034,0
506626,5923246,0
115489,5847491,0
73692,5859432,0
116427,5842460,0
597258,5841723,0
353990,5939495,0
5418,6003778,0
160398,5782230,0
115955,5992652,0
457746,5939950,0
259060,5793974,0
88475,5875722,0
88784,5834764,0
432017,5826229,0
13921,5958826,0
32844,5771595,0
85238,5775050,0
444360,5906607,0
149416,6128346,0
104398,5920030,0
496190,5786685,0
105781,5954081,0
33850,5840569,0
476297,6007392,0
109065,5872319,0
132958,5758222,0
658612,5891164,0
470939,5725989,0
142682,6115117,0
347275,5740722,0
465807,5992482,0
490513,5936713,0
365936,5795476,0
626067,5843641,0
25802,6025183,0
185632,5801863,0
54005,6087957,0
-5398,5846644,0
128535,5816272,0
240548,5806620,0
38557,5846148,0
5354,5890436,0
590938,5915114,0
-32926,5853802,0
384272,5761395,0
144683,5922742,0
74093,5948078,0
352874,5760142,0
251491,5804502,0
441788,5858074,0
210866,5863224,0
507038,5766232,0
450629,5810879,0
247777,5951979,0
172623,5713284,0
667428,5835753,0
704715,5841041,0
-15633,6186437,0
376227,5875715,0
200270,6042655,0
325328,5845611,0
346628,5787750,0
207304,6063398,0
375691,5915005,0
-1753,5865629,0
-6083,6130509,0
169773,5787201,0
377759,5921253,0
609954,5880604,0
491779,5927617,0
61529,5968163,0
103554,5743592,0
262759,5904057,0
-33047,6011893,0
277033,5973984,0
228192,5811044,0
169156,5979292,0
458757,5893083,0
194414,5861489,0
181218,5931917,0
450737,5876949,0
450152,5821754,0
179438,5856668,0
373314,5912221,0
361681,5827440,0
24018,5948093,0
-48136,6213695,0
620721,5913802,0
394703,5906753,0
152875,5927063,0
193981,5818917,0
467616,5790881,0
30467,5946631,0
686813,5882216,0
51816,5776564,0
368932,5934866,0
708266,5866335,0
405490,5740260,0
124570,5962666,0
329451,5863112,0
255806,6025230,0
444354,5923724,0
175162,5843764,0
134636,5886787,0
167340,6048628,0
717284,5827958,0
425161,5987889,0
-2064,5876976,0
-23517,6091163,0
61317,5934829,0
221774,5768322,0
332132,5927164,0
27218,6076632,0
276651,5849296,0
108935,5784408,0
186486,6086653,0
385929,6002510,0
50165,5893232,0
54504,5754309,0
-9433,5868783,0
302495,5871839,0
74708,5769324,0
384274,5954099,0
199827,5905886,0
466030,5898773,0
342161,5882235,0
638851,5816459,0
360470,5820852,0
5241,6096273,0
-56629,6215293,0
169250,5799950,0
543924,5813661,0
138859,6087756,0
138325,6130247,0
187205,5790028,0
32043,5820994,0
23821,5754825,0
77298,5885441,0
208547,5751140,0
354533,6002248,0
506153,5938391,0
9622,6085957,0
560785,5809365,0
16763,5886840,0
276113,5882213,0
-2219,6171179,0
695367,5825085,0
515568,5930474,0
406769,5703852,0
-1241,6059606,0
459869,5846184,0
580693,5830202,0
188593,5853546,0
117126,5740224,0
139873,5827634,0
-36895,6048590,0
312831,5891952,0
586552,5837911,0
722757,5834865,0
68799,5749469,0
119358,5904384,0
139370,5851786,0
509095,5960696,0
622270,5882837,0
386341,5888755,0
122101,5862408,0
318318,6020263,0
-3415,6199785,0
376649,5735352,0
726655,5839645,0
578718,5806559,0
386490,5798478,0
546229,5800677,0
138893,5991343,0
-46977,6047579,0
170343,5871253,0
412680,5790454,0
434507,5868313,0
92088,6097462,0
-29617,6094412,0
496449,5889127,0
325702,5906428,0
126431,5995998,0
480981,5736525,0
4406,5850348,0
125422,6004271,0
572048,5924296,0
215806,5776766,0
602706,5941403,0
420949,5811539,0
52321,5841418,0
610575,5833451,0
516795,5857607,0
31984,5841172,0
658243,5845534,0
416839,5790365,0
225911,6032478,0
64530,6102933,0
170468,5862442,0
356004,5929270,0
161537,5984669,0
123065,5865718,0
211850,5891412,0
176105,6014599,0
595730,5930651,0
117640,5935811,0
149888,5811497,0
181350,5720153,0
14737,6010404,0
272810,5942368,0
57974,5872375,0
438362,6009996,0
196453,5711067,0
241376,5865848,0
149739,5907603,0
25621,5873826,0
489440,5801661,0
89994,6057317,0
45249,5890854,0
51089,5998898,0
368749,5836981,0
49051,6029289,0
40471,6183576,0
334553,5938237,0
580214,5819015,0
479250,5826110,0
-28147,5994907,0
238647,5916512,0
186050,5762231,0
442680,5829174,0
-14150,6156169,0
707876,5843218,0
70633,5769061,0
102263,6098063,0
233539,5802830,0
5023,6166785,0
229991,5977797,0
393728,5889609,0
236138,5873381,0
82001,5770038,0
369752,5825155,0
567950,5948178,0
-36054,5946967,0
490340,5759938,0
19970,5929991,0
434103,5880036,0
353506,6005444,0
23684,5882155,0
341419,5875463,0
144037,5986949,0
172939,6034570,0
314099,5980092,0
42448,5996529,0
148504,6032399,0
495896,5780493,0
40360,5806957,0
25121,5995831,0
453087,5704788,0
14540,5824153,0
9917,6194519,0
141266,6137233,0
118483,6129370,0
77835,6041874,0
469153,5845115,0
40856,5925888,0
85329,6129671,0
195188,6054913,0
77664,5948462,0
163881,5925130,0
38869,5889503,0
183015,5977157,0
12393,5920846,0
151459,5761025,0
383176,5825596,0
247723,5880837,0
588427,5905000,0
137636,5966619,0
15432,5888496,0
71486,5980917,0
38343,6104414,0
-984,6160999,0
238362,5737078,0
187601,5869877,0
289766,5884201,0
347214,5768296,0
481807,5924369,0
-25059,6093439,0
466650,5913091,0
337079,5947396,0
480587,5809298,0
18350,5795414,0
139116,5787410,0
60311,6048412,0
108000,6087726,0
455020,5841754,0
104365,6076427,0
555423,5802761,0
368143,5916389,0
15952,5990361,0
27150,6066990,0
314655,5818400,0
166134,5990230,0
300703,5895392,0
333038,5962618,0
188733,5868473,0
238760,5805396,0
86161,5844319,0
35959,5961784,0
-15089,6071615,0
513246,5951645,0
670995,5861328,0
644731,5905898,0
353033,5985719,0
660399,5867849,0
-33082,6211149,0
152146,5887198,0
138133,5785322,0
236605,5732643,0
557254,5825154,0
460895,5752671,0
351492,5930887,0
298783,5906236,0
599935,5819078,0
286211,5923309,0
34312,6064801,0
311520,5823101,0
134434,5777003,0
150336,5923941,0
98903,5763821,0
551690,5817809,0
105928,5990563,0
305214,5850422,0
244534,6022991,0
362481,6018641,0
55429,5923359,0
723530,5861442,0
12320,5740780,0
19803,6092703,0
498841,5977035,0
411803,5740180,0
24897,5935735,0
562959,5929396,0
-54,6180358,0
127825,6091381,0
242503,5844875,0
160045,5965427,0
243571,5853799,0
201214,6034428,0
340964,5756142,0
62598,6043958,0
164614,5714475,0
70130,6168101,0
204967,5735567,0
472011,5959692,0
248668,5990956,0
-15165,5809816,0
631136,5844375,0
5490,6095717,0
465548,5739057,0
584534,5827422,0
449331,5952435,0
2346,6026447,0
596548,5814395,0
173023,6035213,0
135133,5767232,0
575875,5911957,0
446277,5820851,0
586093,5961470,0
8318,5998227,0
455779,5980776,0
359105,5856965,0
240406,5941115,0
442997,5956928,0
224556,5716856,0
172652,5748553,0
251606,5903198,0
139064,5885869,0
-8766,5838704,0
32372,6089794,0
189839,5779886,0
503008,5807095,0
191895,5796158,0
272902,5766930,0
90830,5913137,0
73497,6136747,0
1964,6113103,0
541734,5906498,0
432076,5947178,0
135253,6069842,0
139562,6078913,0
407821,5769254,0
-5294,6124546,0
362129,5985627,0
674569,5888648,0
196724,5699854,0
164836,5919324,0
207153,5843886,0
33290,5921165,0
226625,6017281,0
720865,5843096,0
170260,5745120,0
434511,5875761,0
563719,5979967,0
118259,6090576,0
308650,5892197,0
111491,6121108,0
-17346,6056625,0
336676,5996433,0
179443,5954402,0
402302,5977314,0
-22776,6174871,0
263447,5897157,0
123434,5765779,0
134030,5777322,0
538385,5910539,0
86225,6019643,0
294879,5806358,0
232190,5932846,0
592138,5942494,0
620556,5868810,0
145827,6096435,0
252839,5764548,0
-654,5977415,0
160888,6109382,0
365752,5977759,0
591531,5853276,0
434380,5993504,0
584786,5873392,0
150475,5977687,0
159422,5900855,0
329541,5852798,0
271419,5910626,0
152144,5806721,0
241910,5961661,0
155525,5799037,0
133872,5842849,0
463699,6017224,0
482653,5806000,0
584809,5850289,0
368542,5821878,0
281540,5856279,0
138458,6065974,0
298285,5946073,0
458084,6007191,0
508159,5806610,0
190084,5813239,0
198543,5960597,0
163150,5995227,0
306952,5862686,0
544626,5986886,0
-38308,6157695,0
93800,5980981,0
304225,5801411,0
331448,6032743,0
177298,5959689,0
172065,5947007,0
307569,5916613,0
481211,5877479,0
677102,5823168,0
79925,5877622,0
373027,5866516,0
184273,5899647,0
336285,5976092,0
-3783,6081765,0
341769,5884724,0
322281,5826254,0
341676,5759338,0
195183,5840273,0
97787,5961177,0
412193,5975628,0
404418,5721597,0
227691,5881239,0
538299,5807117,0
155565,5897900,0
-47546,6174159,0
528605,6001004,0
114759,6115178,0
692354,5864178,0
-29123,6056310,0
414785,5942355,0
70396,5820643,0
246306,5866930,0
515343,5909256,0
280286,5960717,0
560607,5801042,0
139989,5801405,0
265308,5794411,0
206989,5850268,0
344770,5844843,0
23336,5877791,0
528521,5852458,0
-6986,6142988,0
462628,5818691,0
215381,5773686,0
449894,5724668,0
385687,5976325,0
592133,5934188,0
262387,5851233,0
446029,5944802,0
493531,5775661,0
52553,6192037,0
93770,5841236,0
251995,5829086,0
665314,5852347,0
327331,6021943,0
328553,5816677,0
339550,5773800,0
244132,5923263,0
66583,5762300,0
133939,6114078,0
236697,5921359,0
264345,5917446,0
322400,5861929,0
561987,6002767,0
327421,5743639,0
135172,5825580,0
162685,5922600,0
302678,5900785,0
336716,6024166,0
617945,5831842,0
350620,6017515,0
296674,5945452,0
122386,5928268,0
257797,5888992,0
6040,6184730,0
694072,5848433,0
84109,5974073,0
663050,5877276,0
149145,6143726,0
144388,5787041,0
290828,5980870,0
135754,5853025,0
69831,5925916,0
603667,5948519,0
293564,5871447,0
188737,5755586,0
266401,5764746,0
121680,5878284,0
249959,5972071,0
272478,5772660,0
354821,5755567,0
12751,5927369,0
93063,6053210,0
501038,5781540,0
287056,5846567,0
16934,6174665,0
571630,5990570,0
76188,6190206,0
715863,5835154,0
217181,6062365,0
540774,5907556,0
325213,5947525,0
476793,6005985,0
-11585,5946461,0
120654,6121187,0
214574,5719045,0
56705,6004861,0
112171,6045207,0
442986,5881498,0
65638,6037360,0
-44830,6091508,0
218430,5923122,0
69377,5835460,0
544508,5781013,0
9286,5925063,0
530498,6004489,0
310320,5836652,0
236139,5951947,0
397319,5983186,0
424167,5937420,0
40799,6096523,0
655642,5888890,0
422950,6005501,0
235425,5994528,0
385420,5990693,0
202483,6054958,0
59215,5835312,0
397421,5818542,0
627477,5817893,0
416976,5786191,0
-18705,6033499,0
226513,5946032,0
457721,5857957,0
-20013,5863385,0
443081,5863651,0
624059,5868730,0
391702,5867534,0
93355,5798325,0
509197,5815666,0
112264,6146353,0
100115,5974557,0
172435,5836153,0
177377,6019671,0
267160,5896409,0
41854,5773726,0
368951,6027280,0
92775,5823752,0
228841,5809975,0
104181,5771838,0
605927,5860615,0
20668,5837547,0
374841,5830307,0
457662,5777501,0
-19683,5984709,0
535248,5922273,0
113241,5962505,0
161342,5780782,0
60888,6142046,0
530381,5956427,0
289720,5954433,0
532422,5769360,0
422316,6000965,0
511903,5962581,0
425697,6002696,0
111282,6050952,0
355083,5793198,0
382216,5783421,0
25521,6016410,0
381190,5723684,0
572214,5969167,0
5823,6059261,0
384332,5963591,0
409524,5991245,0
71755,6039893,0
40377,5810448,0
52874,5820895,0
531084,5932408,0
406142,5843850,0
397525,5833747,0
460067,5977001,0
220379,6050089,0
-18232,5973074,0
-18503,6120403,0
106052,5867648,0
529611,6007086,0
7877,5774924,0
195986,5800258,0
484390,5770512,0
-36787,6061045,0
387011,5860968,0
594264,5820467,0
235215,5763380,0
427395,5981780,0
289633,5993750,0
116180,6145227,0
168710,5954927,0
173599,5781716,0
190888,5893825,0
490404,5932769,0
181080,5845030,0
75289,5984020,0
373788,6002060,0
334486,6005239,0
653384,5856948,0
649385,5820962,0
87619,5900559,0
502564,5939230,0
149648,5897564,0
198626,5913461,0
472876,5990710,0
80496,5920253,0
179751,5932458,0
468163,5924439,0
726903,5822833,0
123493,5834003,0
492625,5914838,0
396519,5818417,0
179930,5864705,0
-15001,5830564,0
76011,6075017,0
210264,5997865,0
35972,5812995,0
550497,5930199,0
195242,5869002,0
344963,5736630,0
487520,5913854,0
175896,5976845,0
137282,6144702,0
101516,6137552,0
396418,5725876,0
459790,5753201,0
2504,5979628,0
412990,5985856,0
138412,5733771,0
362168,5923874,0
400323,5757476,0
162329,6044657,0
96075,5952557,0
90919,5781937,0
114073,5898611,0
210912,5846140,0
362840,5884749,0
248585,5790484,0
268763,6004026,0
-39000,6133079,0
-34557,6134873,0
330258,5818729,0
731232,5827544,0
-39922,6134174,0
517526,5865145,0
615355,5877225,0
498806,5795234,0
534224,5953018,0
285801,5850035,0
213205,5972304,0
19647,5938206,0
380474,5808105,0
337077,5929713,0
63143,6015331,0
36122,6032567,0
260757,5909115,0
34976,5887520,0
138933,5896022,0
415818,5981798,0
341870,5793300,0
-5027,6040700,0
12362,5782012,0
146238,5740835,0
549941,5834789,0
45071,6196814,0
60652,6114258,0
30510,6087802,0
156996,5845633,0
541901,5910292,0
76739,5885077,0
33692,6084648,0
425049,5709611,0
333611,6017352,0
395482,5806765,0
509115,5817445,0
128656,5928827,0
312291,5817846,0
188870,5888136,0
95275,5870797,0
8156,5812701,0
-26893,6040724,0
595434,5832538,0
45046,5853521,0
407059,5706464,0
507162,5853866,0
127865,5849158,0
152102,5815838,0
179854,5755641,0
365564,5752869,0
563135,5902741,0
545190,5796785,0
-27855,6176248,0
122155,5904674,0
475204,5971800,0
278835,5811698,0
238511,6024589,0
372784,5985372,0
-39787,6134861,0
483730,5871966,0
5051,5961349,0
242560,6003168,0
469465,5954225,0
-37144,6096564,0
429060,5792493,0
490505,5977208,0
354063,5962366,0
508507,5847715,0
464829,5823565,0
7044,5815671,0
354774,5995469,0
22515,6199914,0
-22407,5914421,0
441421,5974661,0
440355,5875146,0
381994,5993427,0
71751,6120524,0
46925,5802208,0
121229,5760158,0
137342,5865764,0
646090,5825698,0
590400,5888870,0
271506,5882415,0
192680,5876818,0
500042,5897249,0
122588,6035319,0
-32887,6063951,0
30743,6148783,0
128685,5767969,0
335750,5902298,0
24021,6053025,0
-23540,5982247,0
100948,5831887,0
436806,5691365,0
450574,5749624,0
438275,5720603,0
100438,5962580,0
238973,6007307,0
58550,5831847,0
234230,5772523,0
154831,5918410,0
442013,5972219,0
277420,5990457,0
429367,5784711,0
3466,5849540,0
452402,5759588,0
-17131,6142800,0
158837,5946427,0
149223,5750960,0
403491,5899730,0
70856,5968336,0
-1064,6127940,0
170653,6059333,0
88989,6083266,0
404842,5792906,0
360071,5990969,0
148351,6067432,0
552087,5902236,0
331093,6023547,0
82432,5746570,0
519733,5939294,0
158854,5895499,0
536812,5929803,0
114386,5963837,0
536072,5963259,0
433080,5824556,0
649713,5894931,0
51950,5837449,0
356331,5788348,0
41354,5961629,0
69123,6052283,0
50884,5929393,0
62963,6117446,0
566334,5995489,0
499870,5780365,0
53666,6180731,0
45954,6152208,0
330381,5859429,0
402405,5782225,0
210611,5730166,0
478626,5936914,0
189872,5807260,0
184303,5921101,0
312007,6004477,0
486925,5739793,0
36068,5882625,0
212310,5981790,0
728239,5832365,0
356782,5784908,0
546804,5916034,0
240321,5789341,0
103053,5948820,0
138790,6043592,0
257647,5896457,0
73390,5750376,0
17014,5841938,0
89322,5811715,0
32373,5861328,0
560561,5959818,0
386568,5749709,0
-27360,5975167,0
457402,5761284,0
433523,5774847,0
21002,6175459,0
497514,5787545,0
341906,6000660,0
612056,5834577,0
301082,5908148,0
191217,5947484,0
402325,5900754,0
173817,5729108,0
203306,5964432,0
29281,5822594,0
123417,6058047,0
356197,5779382,0
182724,5727735,0
263922,5841793,0
101420,5892040,0
542714,5870691,0
77546,5897578,0
26447,6046044,0
163696,5878142,0
52732,5991123,0
83991,5744200,0
550043,6014589,0
33127,5991427,0
241328,5763029,0
-4651,6111561,0
206105,5738061,0
396471,5914703,0
-3223,6169070,0
191812,6043665,0
257285,5751486,0
275560,5894874,0
309990,5970074,0
-37397,6018437,0
349745,5948970,0
-25787,5951255,0
-37674,6030376,0
149789,6129960,0
466933,5931502,0
560829,6020074,0
614900,5882257,0
384389,5878549,0
128660,5887282,0
78524,5941390,0
-40173,5976613,0
503544,5792464,0
-6321,5792042,0
346236,5784622,0
500070,5953533,0
447668,5870798,0
109485,5800508,0
298166,5922588,0
473368,5930226,0
89875,5914085,0
268476,5915630,0
459106,5888449,0
699611,5876165,0
239454,5901627,0
387320,5763486,0
108051,5792722,0
155537,5789733,0
352772,5826123,0
672029,5830887,0
152087,6004169,0
557467,5959258,0
485261,5896090,0
341380,5799878,0
122743,6136638,0
464909,5824914,0
175602,5767579,0
503801,5826110,0
361206,5983180,0
505505,5787543,0
390589,5728486,0
357291,5971669,0
382832,5770018,0
46281,6125314,0
-8486,6086048,0
212583,5840399,0
567800,5953102,0
530923,5879106,0
333520,5825318,0
435637,5734153,0
164373,6015619,0
-24703,5795100,0
323640,5941651,0
157103,6142344,0
-6951,6095062,0
155024,5829273,0
568451,5944378,0
-55472,6188657,0
460382,5850356,0
415025,5784983,0
337492,5956389,0
97069,5754953,0
536415,5782441,0
123403,5984605,0
256039,5880218,0
33514,5958489,0
475198,5893797,0
257091,5847292,0
171727,5744567,0
325940,5901368,0
348563,5944246,0
83959,6034855,0
406246,5985519,0
347932,5771844,0
368223,5953545,0
109677,5859473,0
438724,5962451,0
38396,5851357,0
437009,5847825,0
-47375,6101066,0
11791,6058013,0
283591,5814761,0
458558,5820462,0
300324,5988007,0
236407,6031443,0
24135,6156712,0
174235,5922072,0
-8264,5939326,0
12006,5768479,0
344452,5775253,0
553235,5832951,0
13346,5926323,0
611955,5828880,0
241873,5969874,0
13995,6033675,0
498631,5972449,0
519095,5932438,0
450758,5886052,0
724087,5843619,0
41833,6109926,0
440204,5846063,0
304747,5978210,0
172226,5943371,0
293060,5921459,0
423951,5736573,0
114430,5784489,0
257684,5813164,0
399384,6012169,0
624335,5841712,0
592302,5931891,0
538067,6007642,0
348142,5804094,0
114705,5958361,0
13255,5908426,0
722360,5857837,0
73821,5949739,0
-29709,5780132,0
173365,6060177,0
318968,5905605,0
9620,5774187,0
49400,5864306,0
-3482,6036172,0
559540,5797643,0
135031,5765765,0
581247,5816582,0
328827,5815305,0
36863,5758469,0
-33750,5932273,0
163789,5970865,0
476272,5825722,0
177623,5745487,0
49790,5947334,0
106034,6061502,0
-25452,5914732,0
185708,6091910,0
445837,5933128,0
479066,5989816,0
347510,5782278,0
212480,5976602,0
405580,5745969,0
110183,6065957,0
572299,5942798,0
165836,5928018,0
241565,5969078,0
138978,6070944,0
-1547,5875322,0
289494,5878113,0
90656,5844551,0
433985,5862652,0
572283,5818813,0
202142,5725785,0
638126,5869189,0
103341,5827477,0
408167,5925927,0
451482,5905321,0
420695,5987877,0
30812,6074325,0
513162,5990498,0
232046,5941020,0
688109,5855412,0
-10259,5816156,0
414629,5982463,0
508382,5861759,0
-33156,5904717,0
583612,5821923,0
554720,5824929,0
264501,5887542,0
151488,5728210,0
511461,5840192,0
288100,5956574,0
186626,5978689,0
426459,5713954,0
680342,5863874,0
182464,5706148,0
322928,5909813,0
-18321,6044927,0
328403,5803765,0
552357,5832199,0
155244,5986186,0
435402,5689279,0
570122,5983532,0
538790,5856032,0
147607,5994809,0
406083,5878182,0
305791,5814711,0
75144,6107398,0
311494,5994175,0
529559,5972767,0
118491,5925624,0
-7323,6166996,0
214831,6022343,0
143718,5941107,0
135688,6113779,0
430282,5948494,0
-8610,5914426,0
81485,5991317,0
115098,5836843,0
72421,6070681,0
672627,5861030,0
393761,5971930,0
5229,5936870,0
403999,5928391,0
-23541,5924649,0
601324,5897818,0
1478,5864588,0
69938,6099677,0
59967,5929727,0
74241,6077149,0
505297,5963839,0
65388,5821014,0
592946,5833463,0
208389,5848892,0
562893,5814860,0
196091,5990985,0
290226,5909256,0
159627,5963132,0
-14804,5965863,0
602712,5857878,0
167903,5961562,0
379121,5784387,0
536164,5859375,0
284335,5855129,0
-39275,6134930,0
158470,5783730,0
133982,6154217,0
467613,5940437,0
508699,5978738,0
495731,5888765,0
625603,5865824,0
4607,6129075,0
95972,5870892,0
-29480,6172621,0
413662,5707237,0
487264,5844981,0
27306,5911650,0
218203,5756763,0
69792,5923945,0
28593,6097459,0
133353,6100302,0
-13583,5788942,0
369848,5885435,0
133431,5913805,0
212068,5991401,0
474304,5855490,0
436036,5903127,0
565482,6011038,0
21171,6174504,0
444105,6009373,0
168633,5959722,0
163677,6125843,0
256958,5766381,0
432466,5759837,0
284453,5973552,0
22540,5847372,0
154721,5822270,0
